ADD_UID,UNIT_DESIGNATOR,UNIT_NUMBER_PREFIX,UNIT_NUMBER,UNIT_NUMBER_SUFFIX,SITE_NAME,SUPER_FULL_SITE_DESCRIPTOR,CIVIC_NUMBER,CIVIC_NUMBER_SUFFIX,STREET_NAME,STREET_TYPE,IS_STREET_TYPE_PREFIX,STREET_DIRECTION,IS_STREET_DIRECTION_PREFIX,LOCALITY,LOCALITY_DESCRIPTOR,POSTAL_CODE,PROVINCE_CODE,STATUS,IS_OFFICIAL_ADDRESS,IS_PRIMARY,BLDG_UID,ADDRESS_DESCRIPTOR,SITE_POINT_DESCRIPTOR,FOOTPRINT_DESCRIPTOR,FOOTPRINT_ID,IS_NON_CIVIC_ADDRESS,NARRITIVE_LOCATION,IS_MAILING_ADDRESS,MAIL_PROVIDER,IS_ANNUNCIATOR,NUM_OF_UNITS,NEIGHBOURHOOD,ADDRESS_NOTES,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,PARENT_UID,FULL_ADDRESS
VAD10921,,,,,Acadia Park Townhouses,Acadia Park Townhouses - Building 1 -- Acadia Park & Fairview Crescent Residence,2503,,Melfa,Lane,0,,0,Vancouver,Municipality,V6T 2C5,BC,Current,1,0,VBL10259,Residential,FrontDoor,IndoorArea,,0,,0,,,1,Academic,,,,PLAN,20200417211900,VAD11160,2503 Melfa Lane
VAD10922,,,,,Acadia Park Townhouses,Acadia Park Townhouses - Building 2 -- Acadia Park & Fairview Crescent Residence,2629,,Melfa,Lane,0,,0,Vancouver,Municipality,V6T 2C5,BC,Current,1,0,VBL10258,Residential,FrontDoor,IndoorArea,,0,,0,,,1,Academic,,,,PLAN,20200417211900,VAD11159,2629 Melfa Lane
VAD10354,,,,,Fairview Crescent Residence (Unit 9),Fairview Crescent Residence - Building 1 -- Acadia Park & Fairview Crescent Residence,2794,,Fairview,Crescent,0,,0,Vancouver,Municipality,V6T 2B9,BC,Current,1,0,VBL10193,Residential,FrontDoor,IndoorArea,VBC10030,0,,0,,,1,Academic,,,,PLAN,20200417211920,VAD11162,2794 Fairview Crescent
VAD10355,,,,,Fairview Crescent Residence - Beanery (Unit 1),Fairview Crescent Residence - Building 1 -- Acadia Park & Fairview Crescent Residence,2706,,Fairview,Crescent,0,,0,Vancouver,Municipality,V6T 2B9,BC,Current,1,0,VBL10193,Commercial,FrontDoor,IndoorArea,VBC10030,0,,0,CanadaPost,,1,Academic,,,,PLAN,20200417211920,VAD11162,2706 Fairview Crescent
VAD10456,,,,,Fairview Crescent Residence (Unit 31),Fairview Crescent Residence - Building 1 -- Acadia Park & Fairview Crescent Residence,2652,,Fairview,Crescent,0,,0,Vancouver,Municipality,V6T 2B9,BC,Current,1,0,VBL10193,Residential,FrontDoor,IndoorArea,VBC10030,0,,0,,,1,Academic,,,,PLAN,20200417211920,VAD11162,2652 Fairview Crescent
VAD10223,,,,,Gerald McGavin Building,,2386,,East,Mall,0,,0,Vancouver,Municipality,V6T 1Z3,BC,Current,1,1,VBL10043,CampusBuilding,FrontDoor,Building,VBL10043,0,,1,,,0,Academic,,,,PLAN,20200417211920,,2386 East Mall
VAD10858,,,,,Acadia Park Townhouses,Acadia Park Townhouses - Building 1 -- Acadia Park & Fairview Crescent Residence,5503,,Yalta,Place,0,,0,Vancouver,Municipality,V6T 1L7,BC,Current,1,0,VBL10259,Residential,FrontDoor,IndoorArea,,0,,0,,,1,Academic,,,,PLAN,20200417211920,VAD11160,5503 Yalta Place
VAD10861,,,,,Acadia Park Presidents Row (101B),Acadia Park Presidents Row -- Acadia Park & Fairview Crescent Residence,5511,,Presidents,Row,0,,0,Vancouver,Municipality,V6T 1L5,BC,Current,1,0,VBL10295,Residential,FrontDoor,IndoorArea,,0,,0,,,1,Academic,,,,PLAN,20200417211920,VAD11167,5511 Presidents Row
VAD10862,,,,,Acadia Park Presidents Row (101C),Acadia Park Presidents Row -- Acadia Park & Fairview Crescent Residence,5509,,Presidents,Row,0,,0,Vancouver,Municipality,V6T 1L5,BC,Current,1,0,VBL10295,Residential,FrontDoor,IndoorArea,,0,,0,,,1,Academic,,,,PLAN,20200417211921,VAD11167,5509 Presidents Row
VAD10864,,,,,Acadia Park Presidents Row (101D),Acadia Park Presidents Row -- Acadia Park & Fairview Crescent Residence,5507,,Presidents,Row,0,,0,Vancouver,Municipality,V6T 1L5,BC,Current,1,0,VBL10295,Residential,FrontDoor,IndoorArea,,0,,0,,,1,Academic,,,,PLAN,20200417211921,VAD11167,5507 Presidents Row
VAD10205,,,,,Larkspur House,,3428,,Wesbrook,Mall,0,,0,Vancouver,Municipality,V6S 0G9,BC,Current,1,1,VBL10018,NeighbourhoodBldg,FrontDoor,Building,VBL10018,0,,1,CanadaPost,,46,Wesbrook Place,,,,PLAN,20200417211921,,3428 Wesbrook Mall
VAD10193,,,,,Nobel House,,3655,,Wesbrook,Mall,0,,0,Vancouver,Municipality,V6S 0G6,BC,Current,1,1,VBL10379,NeighbourhoodBldg,FrontDoor,Building,VBL10379,0,,1,CanadaPost,,94,Wesbrook Place,,,,PLAN,20200417211921,,3655 Wesbrook Mall
VAD10735,,,,,Acadia Park Townhouses,Acadia Park Townhouses - Building 1 -- Acadia Park & Fairview Crescent Residence,5608,,Yalta,Place,0,,0,Vancouver,Municipality,V6T 2C2,BC,Current,1,0,VBL10259,Residential,FrontDoor,IndoorArea,,0,,0,,,1,Academic,,,,PLAN,20200417211921,VAD11160,5608 Yalta Place
VAD10159,,,,,Logan Lane (C4),,6206,,Logan,Lane,0,,0,Vancouver,Municipality,V6T 2K9,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211944,,6206 Logan Lane
VAD10162,,,,,Logan Lane (A3),,2575,,East,Mall,0,,0,Vancouver,Municipality,V6T 2K8,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211944,,2575 East Mall
VAD10186,,,,,Nine on the Park (2),,6296,,Eagles,Drive,0,,0,Vancouver,Municipality,V6T 0A3,BC,Current,1,0,VBL10158,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211944,,6296 Eagles Drive
VAD10192,,,,,Nine on the Park (9),,6282,,Eagles,Drive,0,,0,Vancouver,Municipality,V6T 0A3,BC,Current,1,0,VBL10158,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211944,,6282 Eagles Drive
VAD10200,,,,,Logan Lane (C10),,6220,,Logan,Lane,0,,0,Vancouver,Municipality,V6T 2K9,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211945,,6220 Logan Lane
VAD10201,,,,,Logan Lane (A4),,2573,,East,Mall,0,,0,Vancouver,Municipality,V6T 2K8,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211945,,2573 East Mall
VAD10756,,,,,Acadia Park Townhouses,Acadia Park Townhouses - Building 2 -- Acadia Park & Fairview Crescent Residence,2635,,Melfa,Lane,0,,0,Vancouver,Municipality,V6T 2C5,BC,Current,1,0,VBL10258,Residential,FrontDoor,IndoorArea,,0,,0,,,1,Academic,,,,PLAN,20200417211945,VAD11159,2635 Melfa Lane
VAD10757,,,,,Acadia Park Townhouses,Acadia Park Townhouses - Building 1 -- Acadia Park & Fairview Crescent Residence,5611,,Montgomery,Place,0,,0,Vancouver,Municipality,V6T 2C8,BC,Current,1,0,VBL10259,Residential,FrontDoor,IndoorArea,,0,,0,,,1,Academic,,,,PLAN,20200417211945,VAD11160,5611 Montgomery Place
VAD10767,,,,,Acadia Park Townhouses,Acadia Park Townhouses - Building 2 -- Acadia Park & Fairview Crescent Residence,2648,,Tennis,Crescent,0,,0,Vancouver,Municipality,V6T 2E1,BC,Current,1,0,VBL10258,Residential,FrontDoor,IndoorArea,,0,,0,,,1,Academic,,,,PLAN,20200417211945,VAD11159,2648 Tennis Crescent
VAD10758,,,,,Acadia Park Townhouses,Acadia Park Townhouses - Building 2 -- Acadia Park & Fairview Crescent Residence,5605,,Fairview,Place,0,,0,Vancouver,Municipality,V6T 2E2,BC,Current,1,0,VBL10258,Residential,FrontDoor,IndoorArea,,0,,0,,,1,Academic,,,,PLAN,20200417211945,VAD11159,5605 Fairview Place
VAD10760,,,,,Acadia Park Townhouses,Acadia Park Townhouses - Building 2 -- Acadia Park & Fairview Crescent Residence,5505,,Fairview,Place,0,,0,Vancouver,Municipality,V6T 2E2,BC,Current,1,0,VBL10258,Residential,FrontDoor,IndoorArea,,0,,0,,,1,Academic,,,,PLAN,20200417211945,VAD11159,5505 Fairview Place
VAD10761,,,,,Acadia Park Townhouses,Acadia Park Townhouses - Building 1 -- Acadia Park & Fairview Crescent Residence,5637,,Yalta,Place,0,,0,Vancouver,Municipality,V6T 1L7,BC,Current,1,0,VBL10259,Residential,FrontDoor,IndoorArea,,0,,0,,,1,Academic,,,,PLAN,20200417211945,VAD11160,5637 Yalta Place
VAD10764,,,,,Acadia Park Townhouses,Acadia Park Townhouses - Building 1 -- Acadia Park & Fairview Crescent Residence,5613,,Yalta,Place,0,,0,Vancouver,Municipality,V6T 1L7,BC,Current,1,0,VBL10259,Residential,FrontDoor,IndoorArea,,0,,0,,,1,Academic,,,,PLAN,20200417211945,VAD11160,5613 Yalta Place
VAD10173,Building,,2,,Marine Drive Residence - 2,Marine Drive Residence,2205,,Lower,Mall,0,,0,Vancouver,Municipality,V6T 1Z4,BC,Current,1,1,VBL10317,CampusBuilding,FrontDoor,Building,VBL10317,0,,0,,1,624,Academic,,,,PLAN,20200417211841,VAD10605,"2205 Lower Mall, Building 2"
VAD10521,Building,,2,,Green College - Coach House,Green College,6201,,Cecil Green Park,Road,0,,0,Vancouver,Municipality,V6T 1Z1,BC,Current,1,1,VBL10176,CampusBuilding,FrontDoor,Building,VBL10176,0,,0,,0,,Academic,,,,PLAN,20200417211841,VAD10127,"6201 Cecil Green Park Road, Building 2"
VAD10719,,,,,Acadia Park Townhouses,Acadia Park Townhouses - Building 1 -- Acadia Park & Fairview Crescent Residence,5503,,Montgomery,Place,0,,0,Vancouver,Municipality,V6T 2C8,BC,Current,1,0,VBL10259,Residential,FrontDoor,IndoorArea,,0,,0,,,1,Academic,,,,PLAN,20200417211841,VAD11160,5503 Montgomery Place
VAD11120,Building,,5,,UBC Farm - Plant Science Field Building,UBC Farm,3461,,Ross,Drive,0,,0,Vancouver,Municipality,V6T 1W5,BC,Current,1,1,VBL10245,CampusBuilding,FrontDoor,Building,VBL10245,0,,0,,0,0,Academic,,,,PLAN,20200417211841,VAD11105,"3461 Ross Drive, Building 5"
VAD10048,Building,,22,,TRIUMF - Stores Building,TRIUMF,4004,,Wesbrook,Mall,0,,0,Vancouver,Municipality,V6T 2A3,BC,Current,1,1,VBL10037,OtherBuilding,Rooftop,Building,VBL10037,0,,0,,,0,Academic,,,,PLAN,20200417211841,VAD10741,"4004 Wesbrook Mall, Building 22"
VAD10106,,,,,Pharmaceutical Sciences Building,,2405,,Wesbrook,Mall,0,,0,Vancouver,Municipality,V6T 1Z3,BC,Current,1,1,VBL10110,CampusBuilding,FrontDoor,Building,VBL10110,0,,1,,1,0,Academic,,,,PLAN,20200417211841,,2405 Wesbrook Mall
VAD10085,Building,,4,,TRIUMF - ARIEL,TRIUMF,4004,,Wesbrook,Mall,0,,0,Vancouver,Municipality,V6T 2A3,BC,Current,1,1,VBL10025,OtherBuilding,FrontDoor,Building,VBL10025,0,,0,,,0,Academic,,,,PLAN,20200417211841,VAD10741,"4004 Wesbrook Mall, Building 4"
VAD10445,Building,,4,,Green College - Graham House,Green College,6201,,Cecil Green Park,Road,0,,0,Vancouver,Municipality,V6T 1Z1,BC,Current,1,1,VBL10189,CampusBuilding,FrontDoor,Building,VBL10189,0,,0,,0,,Academic,,,,PLAN,20200417211841,VAD10127,"6201 Cecil Green Park Road, Building 4"
VAD11149,,,,,Walter H. Gage Residence - Apartments,Walter H. Gage Residence,5980,,Walter Gage,Road,0,,0,Vancouver,Municipality,V6T 1K2,BC,Current,1,1,VBL10301,CampusBuilding,FrontDoor,Building,VBC10018,0,,0,,,0,Academic,emergency response address,Esri_Anonymous,20190202020821,PLAN,20200417211841,VAD10613,5980 Walter Gage Road
VAD10367,Building,,9,,Place Vanier Residence - Korea House,Place Vanier Residence,1935,,Lower,Mall,0,,0,Vancouver,Municipality,V6T 1X1,BC,Current,1,1,VBL10269,CampusBuilding,FrontDoor,Building,VBL10269,0,,0,,1,1276,Academic,,,,PLAN,20200417211841,VAD10604,"1935 Lower Mall, Building 9"
VAD10542,Building,,7,,Totem Park Residence - c̓əsnaʔəm House 7,Totem Park Residence,2525,,West,Mall,0,,0,Vancouver,Municipality,V6T 1W9,BC,Current,1,1,VBL10105,CampusBuilding,FrontDoor,Building,VBL10105,0,,0,,1,,Academic,,,,PLAN,20200417211841,VAD10602,"2525 West Mall, Building 7"
VAD10703,,,,,Acadia Park Townhouses,Acadia Park Townhouses - Building 1 -- Acadia Park & Fairview Crescent Residence,2525,,Pearkes,Lane,0,,0,Vancouver,Municipality,V6T 2C5,BC,Current,1,0,VBL10259,Residential,FrontDoor,IndoorArea,,0,,0,,,1,Academic,,,,PLAN,20200417211841,VAD11160,2525 Pearkes Lane
VAD10860,,,,,Forest Sciences Centre - CAWP,Forest Sciences Centre,6247,,Sopron,Lane,0,,0,Vancouver,Municipality,V6T 1Z4,BC,Current,1,0,VBL10119,Emergency,EmergencyAccess,,,0,,0,,1,0,Academic,,,,PLAN,20200417211900,VAD10276,6247 Sopron Lane
VAD10804,,,,,Westchester (B3),,2588,,West,Mall,0,,0,Vancouver,Municipality,V6T 2J9,BC,Current,1,0,VBL10220,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211900,,2588 West Mall
VAD10820,,,,,Biomedical Research Centre,,2222,,Health Sciences,Mall,0,,0,Vancouver,Municipality,V6T 1Z3,BC,Current,1,1,VBL10084,CampusBuilding,FrontDoor,Building,VBL10084,0,,1,,1,0,Academic,,,,PLAN,20200417211900,,2222 Health Sciences Mall
VAD10822,,,,,Building Operations Nursery,,6029,,Nurseries,Road,0,,0,Vancouver,Municipality,V6T 1W5,BC,Current,1,1,VBL10337,CampusBuilding,FrontDoor,Building,VBL10337,0,,1,,,0,Academic,,,,PLAN,20200417211900,,6029 Nurseries Road
VAD10729,,,,,Acadia Park Townhouses,Acadia Park Townhouses - Building 1 -- Acadia Park & Fairview Crescent Residence,5635,,Yalta,Place,0,,0,Vancouver,Municipality,V6T 1L7,BC,Current,1,0,VBL10259,Residential,FrontDoor,IndoorArea,,0,,0,,,1,Academic,,,,PLAN,20200417211900,VAD11160,5635 Yalta Place
VAD10707,,,,,Acadia Park Townhouses,Acadia Park Townhouses - Building 2 -- Acadia Park & Fairview Crescent Residence,2657,,Tennis,Crescent,0,,0,Vancouver,Municipality,V6T 2C1,BC,Current,1,0,VBL10258,Residential,FrontDoor,IndoorArea,,0,,0,,,1,Academic,,,,PLAN,20200417211900,VAD11159,2657 Tennis Crescent
VAD10518,,,,,Acadia Park Townhouses,Acadia Park Townhouses - Building 1 -- Acadia Park & Fairview Crescent Residence,2516,,Melfa,Lane,0,,0,Vancouver,Municipality,V6T 2C6,BC,Current,1,0,VBL10259,Residential,FrontDoor,IndoorArea,,0,,0,,,1,Academic,,,,PLAN,20200417211901,VAD11160,2516 Melfa Lane
VAD10519,,,,,Acadia Park Townhouses,Acadia Park Townhouses - Building 2 -- Acadia Park & Fairview Crescent Residence,2628,,Tennis,Crescent,0,,0,Vancouver,Municipality,V6T 2E1,BC,Current,1,0,VBL10258,Residential,FrontDoor,IndoorArea,,0,,0,,,1,Academic,,,,PLAN,20200417211901,VAD11159,2628 Tennis Crescent
VAD10522,,,,,Acadia Park Townhouses,Acadia Park Townhouses - Building 1 -- Acadia Park & Fairview Crescent Residence,2506,,Melfa,Lane,0,,0,Vancouver,Municipality,V6T 2C6,BC,Current,1,0,VBL10259,Residential,FrontDoor,IndoorArea,,0,,0,,,1,Academic,,,,PLAN,20200417211901,VAD11160,2506 Melfa Lane
VAD10842,,,,,Buchanan Tower,,1873,,East,Mall,0,,0,Vancouver,Municipality,V6T 1Z1,BC,Current,1,1,VBL10324,CampusBuilding,FrontDoor,Building,VBL10324,0,,1,,1,0,Academic,,,,PLAN,20200417211901,,1873 East Mall
VAD10978,,,,,Acadia Park Townhouses,Acadia Park Townhouses - Building 1 -- Acadia Park & Fairview Crescent Residence,5507,,Montgomery,Place,0,,0,Vancouver,Municipality,V6T 2C8,BC,Current,1,0,VBL10259,Residential,FrontDoor,IndoorArea,,0,,0,,,1,Academic,,,,PLAN,20200417211901,VAD11160,5507 Montgomery Place
VAD10984,,,,,Acadia Park Townhouses,Acadia Park Townhouses - Building 2 -- Acadia Park & Fairview Crescent Residence,2660,,Tennis,Crescent,0,,0,Vancouver,Municipality,V6T 2E1,BC,Current,1,0,VBL10258,Residential,FrontDoor,IndoorArea,,0,,0,,,1,Academic,,,,PLAN,20200417211901,VAD11159,2660 Tennis Crescent
VAD10736,,,,,Acadia Park Townhouses,Acadia Park Townhouses - Building 2 -- Acadia Park & Fairview Crescent Residence,5609,,Fairview,Place,0,,0,Vancouver,Municipality,V6T 2E2,BC,Current,1,0,VBL10258,Residential,FrontDoor,IndoorArea,,0,,0,,,1,Academic,,,,PLAN,20200417211921,VAD11159,5609 Fairview Place
VAD10149,,,,,Keenleyside,,5788,,Birney,Avenue,0,,0,Vancouver,Municipality,V6S 0A2,BC,Current,1,1,VBL10040,NeighbourhoodBldg,FrontDoor,Building,VBL10040,0,,1,CanadaPost,,72,Wesbrook Place,,,,PLAN,20200417211921,,5788 Birney Avenue
VAD10137,,,,,Magnolia House,,3565,,Wesbrook,Mall,0,,0,Vancouver,Municipality,V6S 0H1,BC,Current,1,1,VBL10191,NeighbourhoodBldg,FrontDoor,Building,VBL10191,0,,1,CanadaPost,,60,Wesbrook Place,,,,PLAN,20200417211921,,3565 Wesbrook Mall
VAD10264,,,,,Folio - Apartment,,5955,,Iona,Drive,0,,0,Vancouver,Municipality,V6T 2L4,BC,Current,1,1,VBL10309,NeighbourhoodBldg,FrontDoor,Building,VBL10309,0,,1,CanadaPost,,53,Chancellor Place,,,,PLAN,20200417211921,,5955 Iona Drive
VAD10260,,,,,Gardenia House,,6309,,Larkin,Drive,0,,0,Vancouver,Municipality,V6T 0C2,BC,Current,1,1,VBL10224,NeighbourhoodBldg,FrontDoor,Building,VBL10224,0,,1,CanadaPost,,60,Hawthorn,,,,PLAN,20200417211922,,6309 Larkin Drive
VAD10742,,,,,Spirit Park Apartments - 2,Spirit Park Apartments -- Acadia Park & Fairview Crescent Residence,2715,,Osoyoos,Crescent,0,,0,Vancouver,Municipality,V6T 1X7,BC,Current,1,0,VBL10074,Residential,FrontDoor,IndoorArea,,0,,1,,,44,Academic,,,,PLAN,20200417211922,VAD11163,2715 Osoyoos Crescent
VAD10743,,,,,Spirit Park Apartments - 3,Spirit Park Apartments -- Acadia Park & Fairview Crescent Residence,2725,,Osoyoos,Crescent,0,,0,Vancouver,Municipality,V6T 1X7,BC,Current,1,0,VBL10074,Residential,FrontDoor,IndoorArea,,0,,1,,0,11,Academic,,,,PLAN,20200417211922,VAD11163,2725 Osoyoos Crescent
VAD10744,,,,,Spirit Park Apartments,Acadia Park & Fairview Crescent Residence,2705,,Osoyoos,Crescent,0,,0,Vancouver,Municipality,V6T 1X7,BC,Current,1,1,VBL10074,CampusBuilding,FrontDoor,Building,,0,,1,,0,13,Academic,,,,PLAN,20200417211922,VAD10528,2705 Osoyoos Crescent
VAD11159,,,,,Acadia Park Townhouses - Building 2,Acadia Park & Fairview Crescent Residence,2605,,Melfa,Lane,0,,0,Vancouver,Municipality,V6T 2C5,BC,Current,1,1,VBL10258,CampusBuilding,FrontDoor,Building,,0,,0,,,0,Academic,,,,PLAN,20200417211922,VAD11159,2605 Melfa Lane
VAD10585,,,,,West Hampstead,,5760,,Hampton,Place,0,,0,Vancouver,Municipality,V6T 2G1,BC,Current,1,1,VBL10281,NeighbourhoodBldg,FrontDoor,Building,VBL10281,0,,1,CanadaPost,,73,Hampton Place,,,,PLAN,20200417211922,,5760 Hampton Place
VAD11100,,,,,Child Care Services - Sandpiper,Child Care Services - Auklet,2805,,Revelstoke,Court,0,,0,Vancouver,Municipality,V6T 1S1,BC,Current,1,0,VBL10276,Occupant,FrontDoor,IndoorArea,POI26,0,,1,,,0,Academic,,,,PLAN,20200417211922,VAD11107,2805 Revelstoke Court
VAD11105,,,,,UBC Farm,,3461,,Ross,Drive,0,,0,Vancouver,Municipality,V6T 1W5,BC,Current,1,0,VBL10014,Complex,FrontGate,Complex,,0,,1,,0,,Academic,,,,PLAN,20200417211922,,3461 Ross Drive
VAD10375,,,,,Point Grey Apartments,Acadia Park & Fairview Crescent Residence,2875,,Osoyoos,Crescent,0,,0,Vancouver,Municipality,V6T 2G3,BC,Current,1,1,VBL10145,CampusBuilding,FrontDoor,Building,VBL10145,0,,1,,,91,Academic,,,,PLAN,20200417211922,VAD10528,2875 Osoyoos Crescent
VAD10512,,,,,Acadia Park Townhouses,Acadia Park Townhouses - Building 2 -- Acadia Park & Fairview Crescent Residence,2627,,Melfa,Lane,0,,0,Vancouver,Municipality,V6T 2C5,BC,Current,1,0,VBL10258,Residential,FrontDoor,IndoorArea,,0,,0,,,1,Academic,,,,PLAN,20200417211937,VAD11159,2627 Melfa Lane
VAD10625,,,,,Fairview Crescent Residence (Unit 20),Fairview Crescent Residence - Building 2 -- Acadia Park & Fairview Crescent Residence,2665,,Fairview,Crescent,0,,0,Vancouver,Municipality,V6T 2B8,BC,Current,1,0,VBL10198,Residential,FrontDoor,IndoorArea,VBC10030,0,,0,,,1,Academic,,,,PLAN,20200417211937,VAD11161,2665 Fairview Crescent
VAD10513,,,,,Acadia Park Townhouses,Acadia Park Townhouses - Building 2 -- Acadia Park & Fairview Crescent Residence,2632,,Melfa,Lane,0,,0,Vancouver,Municipality,V6T 2C6,BC,Current,1,0,VBL10258,Residential,FrontDoor,IndoorArea,,0,,0,,,1,Academic,,,,PLAN,20200417211938,VAD11159,2632 Melfa Lane
VAD10514,,,,,Acadia Park Townhouses,Acadia Park Townhouses - Building 2 -- Acadia Park & Fairview Crescent Residence,2626,,Melfa,Lane,0,,0,Vancouver,Municipality,V6T 2C6,BC,Current,1,0,VBL10258,Residential,FrontDoor,IndoorArea,,0,,0,,,1,Academic,,,,PLAN,20200417211938,VAD11159,2626 Melfa Lane
VAD10515,,,,,Acadia Park Townhouses,Acadia Park Townhouses - Building 1 -- Acadia Park & Fairview Crescent Residence,2511,,Pearkes,Lane,0,,0,Vancouver,Municipality,V6T 2C5,BC,Current,1,0,VBL10259,Residential,FrontDoor,IndoorArea,,0,,0,,,1,Academic,,,,PLAN,20200417211938,VAD11160,2511 Pearkes Lane
VAD10997,,,,,Acadia Park Townhouses,Acadia Park Townhouses - Building 1 -- Acadia Park & Fairview Crescent Residence,2609,,Pearkes,Lane,0,,0,Vancouver,Municipality,V6T 2C5,BC,Current,1,0,VBL10259,Residential,FrontDoor,IndoorArea,,0,,0,,,1,Academic,,,,PLAN,20200417211938,VAD11160,2609 Pearkes Lane
VAD10998,,,,,Acadia Park Townhouses,Acadia Park Townhouses - Building 1 -- Acadia Park & Fairview Crescent Residence,5609,,Yalta,Place,0,,0,Vancouver,Municipality,V6T 1L7,BC,Current,1,0,VBL10259,Residential,FrontDoor,IndoorArea,,0,,0,,,1,Academic,,,,PLAN,20200417211938,VAD11160,5609 Yalta Place
VAD10316,,,,,Fairview Crescent Residence (Unit 13),Fairview Crescent Residence - Building 2 -- Acadia Park & Fairview Crescent Residence,2741,,Fairview,Crescent,0,,0,Vancouver,Municipality,V6T 2B8,BC,Current,1,0,VBL10198,Residential,FrontDoor,IndoorArea,VBC10030,0,,0,,,1,Academic,,,,PLAN,20200417211938,VAD11161,2741 Fairview Crescent
VAD10317,,,,,Fairview Crescent Residence (Unit 13),Fairview Crescent Residence - Building 2 -- Acadia Park & Fairview Crescent Residence,2737,,Fairview,Crescent,0,,0,Vancouver,Municipality,V6T 2B8,BC,Current,1,0,VBL10198,Residential,FrontDoor,IndoorArea,VBC10030,0,,0,,,1,Academic,,,,PLAN,20200417211938,VAD11161,2737 Fairview Crescent
VAD10320,,,,,Fairview Crescent Residence (Unit 13),Fairview Crescent Residence - Building 2 -- Acadia Park & Fairview Crescent Residence,2739,,Fairview,Crescent,0,,0,Vancouver,Municipality,V6T 2B8,BC,Current,1,0,VBL10198,Residential,FrontDoor,IndoorArea,VBC10030,0,,0,,,1,Academic,,,,PLAN,20200417211938,VAD11161,2739 Fairview Crescent
VAD10321,,,,,Fairview Crescent Residence (Unit 13),Fairview Crescent Residence - Building 2 -- Acadia Park & Fairview Crescent Residence,2731,,Fairview,Crescent,0,,0,Vancouver,Municipality,V6T 2B8,BC,Current,1,0,VBL10198,Residential,FrontDoor,IndoorArea,VBC10030,0,,0,,,1,Academic,,,,PLAN,20200417211938,VAD11161,2731 Fairview Crescent
VAD10704,,,,,Acadia Park Townhouses,Acadia Park Townhouses - Building 1 -- Acadia Park & Fairview Crescent Residence,5619,,Yalta,Place,0,,0,Vancouver,Municipality,V6T 1L7,BC,Current,1,0,VBL10259,Residential,FrontDoor,IndoorArea,,0,,0,,,1,Academic,,,,PLAN,20200417211841,VAD11160,5619 Yalta Place
VAD10694,,,,,Acadia Park Townhouses,Acadia Park Townhouses - Building 1 -- Acadia Park & Fairview Crescent Residence,2608,,Melfa,Lane,0,,0,Vancouver,Municipality,V6T 2C6,BC,Current,1,0,VBL10259,Residential,FrontDoor,IndoorArea,,0,,0,,,1,Academic,,,,PLAN,20200417211841,VAD11160,2608 Melfa Lane
VAD11045,Building,,2,,Environmental Services Facility - Incinerator,Environmental Services Facility,6025,,Nurseries,Road,0,,0,Vancouver,Municipality,V6T 1W5,BC,Current,1,1,VBL10402,CampusBuilding,FrontDoor,Building,VBL10402,0,,0,,1,0,Academic,,,,PLAN,20200417211841,VAD10126,"6025 Nurseries Road, Building 2"
VAD10086,Building,,7,,TRIUMF - Accelerator,TRIUMF,4004,,Wesbrook,Mall,0,,0,Vancouver,Municipality,V6T 2A3,BC,Current,1,1,VBL10022,OtherBuilding,FrontDoor,Building,VBL10022,0,,0,,,0,Academic,,,,PLAN,20200417211841,VAD10741,"4004 Wesbrook Mall, Building 7"
VAD10366,Building,,3,,Place Vanier Residence - Kootenay House,Place Vanier Residence,1935,,Lower,Mall,0,,0,Vancouver,Municipality,V6T 1X1,BC,Current,1,1,VBL10268,CampusBuilding,FrontDoor,Building,VBL10268,0,,0,,1,1276,Academic,,,,PLAN,20200417211841,VAD10604,"1935 Lower Mall, Building 3"
VAD10372,Building,,4,,Place Vanier Residence - Sherwood Lett House,Place Vanier Residence,1935,,Lower,Mall,0,,0,Vancouver,Municipality,V6T 1X1,BC,Current,1,1,VBL10365,CampusBuilding,FrontDoor,Building,VBL10365,0,,0,,1,1276,Academic,,,,PLAN,20200417211841,VAD10604,"1935 Lower Mall, Building 4"
VAD10274,,,,,"Food, Nutrition and Health Building",,2205,,East,Mall,0,,0,Vancouver,Municipality,V6T 1Z4,BC,Current,1,1,VBL10082,CampusBuilding,FrontDoor,Building,VBL10082,0,,1,,1,0,Academic,,,,PLAN,20200417211841,,2205 East Mall
