ADD_UID,SITE_NAME,LOCALITY,POSTAL_CODE,PROVINCE_CODE,BLDG_UID,ADDRESS_DESCRIPTOR,MAIL_PROVIDER,FULL_ADDRESS,LAT,LONG
VAD10192,Nine on the Park (9),Vancouver,V6T 0A3,BC,VBL10158,Residential,CanadaPost,6282 Eagles Drive,-123.246989,49.259105
VAD10198,Logan Lane (B3),Vancouver,V6T 2K8,BC,VBL10226,Residential,CanadaPost,2553 East Mall,-123.245274,49.258886
VAD10200,Logan Lane (C10),Vancouver,V6T 2K9,BC,VBL10226,Residential,CanadaPost,6220 Logan Lane,-123.245962,49.259189
VAD11103,UBC Bookstore,Vancouver,V6T 1Z4,BC,VBL10065,CampusBuilding,,6200 University Boulevard,-123.250652,49.26526
VAD10201,Logan Lane (A4),Vancouver,V6T 2K8,BC,VBL10226,Residential,CanadaPost,2573 East Mall,-123.245053,49.258617
VAD10209,Logan Lane (A2),Vancouver,V6T 2K8,BC,VBL10226,Residential,CanadaPost,2577 East Mall,-123.244995,49.258507
VAD10211,Logan Lane (D12),Vancouver,V6T 2K9,BC,VBL10226,Residential,CanadaPost,6238 Logan Lane,-123.245859,49.258859
VAD10212,Logan Lane (C2),Vancouver,V6T 2K9,BC,VBL10226,Residential,CanadaPost,6204 Logan Lane,-123.24565,49.259299
VAD10202,Logan Lane (E8),Vancouver,V6T 2K9,BC,VBL10226,Residential,CanadaPost,6286 Logan Lane,-123.246709,49.258934
VAD10204,Logan Lane (B11),Vancouver,V6T 2K8,BC,VBL10226,Residential,CanadaPost,2537 East Mall,-123.245441,49.259089
VAD10361,Pathways - East,Vancouver,V6S 0A3,BC,VBL10239,NeighbourhoodBldg,CanadaPost,5779 Birney Avenue,-123.233108,49.254535
VAD10838,Biological Sciences Building,Vancouver,V6T 1Z4,BC,VBL10409,CampusBuilding,,6270 University Boulevard,-123.252026,49.264558
VAD10489,Laureates - Apartment,Vancouver,V6S 0H8,BC,VBL10261,NeighbourhoodBldg,CanadaPost,5638 Birney Avenue,-123.231298,49.254219
VAD10472,Bioenergy Research and Demonstration Facility,Vancouver,V6T 1Z4,BC,VBL10069,CampusBuilding,,2337 Lower Mall,-123.254182,49.26031
VAD10488,Laureates - Highrise,Vancouver,V6S 0H7,BC,VBL10241,NeighbourhoodBldg,CanadaPost,5628 Birney Avenue,-123.230914,49.254206
VAD10226,Granite Terrace 2 - Offices,Vancouver,V6S 0B3,BC,VBL10414,CampusBuilding,CanadaPost,5923 Berton Avenue,-123.236255,49.255076
VAD10032,Leon and Thea Koerner University Centre,Vancouver,V6T 1Z2,BC,VBL10093,CampusBuilding,,6331 Crescent Road,-123.257051,49.268719
VAD10104,P. A. Woodward Instructional Resources Centre (IRC),Vancouver,V6T 1Z3,BC,VBL10102,CampusBuilding,,2194 Health Sciences Mall,-123.24734,49.264799
VAD10106,Pharmaceutical Sciences Building,Vancouver,V6T 1Z3,BC,VBL10110,CampusBuilding,,2405 Wesbrook Mall,-123.242794,49.262608
VAD10781,Wesbrook Community Centre,Vancouver,V6S 0H3,BC,VBL10168,CampusBuilding,CanadaPost,3335 Webber Lane,-123.237267,49.254053
VAD10118,Landscape Architecture Annex,Vancouver,V6T 1Z4,BC,VBL10377,CampusBuilding,,2371 Main Mall,-123.249975,49.260626
VAD10415,Robert H. Lee Alumni Centre,Vancouver,V6T 1Z1,BC,VBL10256,CampusBuilding,,6163 University Boulevard,-123.249876,49.265863
VAD10416,Somerset (D1),Vancouver,V6T 2K5,BC,VBL10147,Residential,CanadaPost,6378 Larkin Drive,-123.247854,49.256265
VAD10422,South Campus Warehouse,Vancouver,V6T 1W5,BC,VBL10077,CampusBuilding,,6116 Nurseries Road,-123.232168,49.246347
VAD10772,Cascara House,Vancouver,V6T 0C1,BC,VBL10347,NeighbourhoodBldg,CanadaPost,6385 Hawthorn Lane,-123.249556,49.258271
VAD10403,Somerset (A2),Vancouver,V6T 2K5,BC,VBL10147,Residential,CanadaPost,6362 Larkin Drive,-123.248059,49.256787
VAD10733,Clement's Green,Vancouver,V6T 0A2,BC,VBL10143,NeighbourhoodBldg,CanadaPost,6268 Eagles Drive,-123.245858,49.258025
VAD10425,Somerset (B2),Vancouver,V6T 2K5,BC,VBL10147,Residential,CanadaPost,6368 Larkin Drive,-123.247909,49.256604
VAD11121,Ultima,Vancouver,V6S 0B7,BC,VBL10340,NeighbourhoodBldg,CanadaPost,3479 Wesbrook Mall,-123.234231,49.252782
VAD11145,Vista Point,Vancouver,V6T 0B8,BC,VBL10011,NeighbourhoodBldg,CanadaPost,5828 Thunderbird Boulevard,-123.240399,49.261797
VAD11080,The Stratford,Vancouver,V6T 2H4,BC,VBL10206,NeighbourhoodBldg,CanadaPost,5657 Hampton Place,-123.233531,49.25951
VAD10431,Somerset (H1),Vancouver,V6T 2K6,BC,VBL10147,Residential,CanadaPost,2608 West Mall,-123.248607,49.256345
VAD10206,Logan Lane (E2),Vancouver,V6T 2K9,BC,VBL10226,Residential,CanadaPost,6274 Logan Lane,-123.246369,49.259054
VAD10208,Logan Lane (E9),Vancouver,V6T 2K9,BC,VBL10226,Residential,CanadaPost,6288 Logan Lane,-123.246731,49.258927
VAD10213,Logan Lane (B9),Vancouver,V6T 2K8,BC,VBL10226,Residential,CanadaPost,2543 East Mall,-123.245394,49.259041
VAD10199,Logan Lane (B2),Vancouver,V6T 2K8,BC,VBL10226,Residential,CanadaPost,2557 East Mall,-123.245262,49.258871
VAD10203,Logan Lane (B10),Vancouver,V6T 2K8,BC,VBL10226,Residential,CanadaPost,2541 East Mall,-123.245431,49.259077
VAD10777,West Mall Annex,Vancouver,V6T 1Z2,BC,VBL10283,CampusBuilding,,1933 West Mall,-123.257093,49.266272
VAD10782,West Mall Swing Space Building,Vancouver,V6T 1Z4,BC,VBL10304,CampusBuilding,,2175 West Mall,-123.254319,49.262899
VAD10783,West Parkade,Vancouver,V6T 1Z4,BC,VBL10284,CampusBuilding,,2140 Lower Mall,-123.255614,49.262894
VAD10394,Somerset (F1),Vancouver,V6T 2K5,BC,VBL10147,Residential,CanadaPost,6388 Larkin Drive,-123.248364,49.256831
VAD10410,Somerset (A1),Vancouver,V6T 2K5,BC,VBL10147,Residential,CanadaPost,6360 Larkin Drive,-123.248157,49.256906
VAD10614,Granite Terrace 2 - Retail,Vancouver,V6S 0B3,BC,VBL10414,Commercial,CanadaPost,5905 Berton Avenue,-123.235979,49.255001
VAD10774,Wesbrook Professional Centre,Vancouver,V6S 0C8,BC,VBL10166,OtherBuilding,CanadaPost,3313 Shrum Lane,-123.236414,49.254385
VAD11056,The Mews - Retail,Vancouver,V6S 0E4,BC,VBL10165,Commercial,CanadaPost,5920 Berton Avenue,-123.235988,49.254787
VAD11060,Tapestry North - Retail,Vancouver,V6S 0A8,BC,VBL10137,Commercial,CanadaPost,3348 Wesbrook Mall,-123.235059,49.25447
VAD11066,The Mews - Retail,Vancouver,V6S 0E4,BC,VBL10165,Commercial,CanadaPost,5910 Berton Avenue,-123.23587,49.254828
VAD11067,The Mews - Retail,Vancouver,V6S 0E4,BC,VBL10165,Commercial,CanadaPost,5900 Berton Avenue,-123.235787,49.254857
VAD11068,The Mews - Retail,Vancouver,V6S 0B9,BC,VBL10165,Commercial,CanadaPost,3332 Shrum Lane,-123.235871,49.254466
VAD11064,The Mews - Retail,Vancouver,V6S 0B1,BC,VBL10165,Commercial,CanadaPost,3337 Wesbrook Mall,-123.235475,49.254515
VAD11070,Tapestry North - Retail,Vancouver,V6S 0A8,BC,VBL10137,Commercial,CanadaPost,3358 Wesbrook Mall,-123.234979,49.254372
VAD11072,Telus Hub,Vancouver,V6T 1W5,BC,VBL10179,OtherBuilding,CanadaPost,5895 Berton Avenue,-123.235485,49.255187
VAD10138,Kids Club,Vancouver,V6T 1S1,BC,VBL10374,CampusBuilding,,2855 Acadia Road,-123.234914,49.261709
VAD10062,Corus - Apartment,Vancouver,V6T 0A8,BC,VBL10303,NeighbourhoodBldg,CanadaPost,5989 Walter Gage Road,-123.249375,49.270554
VAD10042,Tamarack House,Vancouver,V6T 0C3,BC,VBL10159,NeighbourhoodBldg,CanadaPost,6230 Thunderbird Boulevard,-123.246459,49.259722
VAD10438,St. John Hospice,Vancouver,V6T 1Z4,BC,VBL10156,OtherBuilding,,6389 Stadium Road,-123.247229,49.255319
VAD10845,Doug Mitchell Thunderbird Sports Centre - Thunderbird Arena,Vancouver,V6T 1Z3,BC,VBL10307,Occupant,,2555 Wesbrook Mall,-123.241335,49.260534
VAD10439,St. John's College,Vancouver,V6T 1Z4,BC,VBL10116,CampusBuilding,,2111 Lower Mall,-123.25655,49.262984
VAD10441,Staging Environmental Research Centre (SERC),Vancouver,V6T 1W5,BC,VBL10123,CampusBuilding,,6045 Nurseries Road,-123.228117,49.245382
VAD10282,Frederic Lasserre Building,Vancouver,V6T 1Z2,BC,VBL10042,CampusBuilding,,6333 Memorial Road,-123.256101,49.267443
VAD10863,Spirit Park Apartments - Huckleberry Daycare,Vancouver,V6T 1X7,BC,VBL10074,Occupant,,2735 Osoyoos Crescent,-123.239447,49.261151
VAD10376,Ponderosa Office Annex A,Vancouver,V6T 1Z2,BC,VBL10146,CampusBuilding,,2011 West Mall,-123.256212,49.265192
VAD10377,Ponderosa Office Annex B,Vancouver,V6T 1Z2,BC,VBL10343,CampusBuilding,,2029 West Mall,-123.256018,49.265013
VAD10378,Ponderosa Office Annex C,Vancouver,V6T 1Z2,BC,VBL10344,CampusBuilding,,2021 West Mall,-123.256267,49.264948
VAD10379,Ponderosa Office Annex E,Vancouver,V6T 1Z2,BC,VBL10151,CampusBuilding,,2034 Lower Mall,-123.25677,49.264703
VAD10380,Ponderosa Office Annex F,Vancouver,V6T 1Z2,BC,VBL10152,CampusBuilding,,2008 Lower Mall,-123.257004,49.26497
VAD10382,Continuing Studies Building,Vancouver,V6T 1Z4,BC,VBL10083,CampusBuilding,,2121 West Mall,-123.254774,49.263494
VAD10383,Ponderosa Office Annex G,Vancouver,V6T 1Z2,BC,VBL10153,CampusBuilding,,2044 Lower Mall,-123.256327,49.264604
VAD10156,Logan Lane (C13),Vancouver,V6T 2K9,BC,VBL10226,Residential,CanadaPost,6228 Logan Lane,-123.246071,49.25915
VAD10157,Logan Lane (A10),Vancouver,V6T 2K8,BC,VBL10226,Residential,CanadaPost,2563 East Mall,-123.245171,49.258769
VAD11092,Thunderbird Stadium,Vancouver,V6T 1Z4,BC,VBL10214,CampusBuilding,,6288 Stadium Road,-123.244356,49.254838
VAD11093,Totem Field Studios,Vancouver,V6T 1Z4,BC,VBL10223,CampusBuilding,,2613 West Mall,-123.249093,49.256113
VAD11102,UBC Baseball Rose Indoor Training Centre,Vancouver,V6T 1Z4,BC,VBL10237,CampusBuilding,,3085 Wesbrook Mall,-123.239787,49.256403
VAD10163,Logan Lane (A8),Vancouver,V6T 2K8,BC,VBL10226,Residential,CanadaPost,2565 East Mall,-123.245133,49.258715
VAD10182,Nine on the Park (4),Vancouver,V6T 0A3,BC,VBL10158,Residential,CanadaPost,6292 Eagles Drive,-123.247162,49.259315
VAD10150,Logan Lane (E6),Vancouver,V6T 2K9,BC,VBL10226,Residential,CanadaPost,6282 Logan Lane,-123.246602,49.258972
VAD10185,Nine on the Park (1),Vancouver,V6T 0A3,BC,VBL10158,Residential,CanadaPost,6298 Eagles Drive,-123.247265,49.259442
VAD10187,Nine on the Park (3),Vancouver,V6T 0A3,BC,VBL10158,Residential,CanadaPost,6294 Eagles Drive,-123.247195,49.259356
VAD10188,Nine on the Park (5),Vancouver,V6T 0A3,BC,VBL10158,Residential,CanadaPost,6290 Eagles Drive,-123.247127,49.259273
VAD10189,Nine on the Park (6),Vancouver,V6T 0A3,BC,VBL10158,Residential,CanadaPost,6288 Eagles Drive,-123.247091,49.259229
VAD10155,Logan Lane (C6),Vancouver,V6T 2K9,BC,VBL10226,Residential,CanadaPost,6212 Logan Lane,-123.245803,49.259245
VAD10481,UBC Botanical Garden - Garden Pavilion,Vancouver,V6T 1Z4,BC,VBL10003,CampusBuilding,,6804 SW Marine Drive,-123.247076,49.253319
VAD11109,UBC Botanical Garden - Lookout Tower,Vancouver,V6T 1Z4,BC,VBL10007,CampusBuilding,,6804 SW Marine Drive,-123.251597,49.254071
VAD10442,Stirling House,Vancouver,V6T 0A4,BC,VBL10289,NeighbourhoodBldg,CanadaPost,6080 Iona Drive,-123.252501,49.270551
VAD10437,St. James House,Vancouver,V6T 2G2,BC,VBL10115,NeighbourhoodBldg,CanadaPost,5835 Hampton Place,-123.237018,49.257983
VAD10436,St. Andrew's Hall,Vancouver,V6T 2E8,BC,VBL10114,NeighbourhoodBldg,CanadaPost,6040 Iona Drive,-123.251659,49.270375
VAD10423,Spirit,Vancouver,V6S 0B6,BC,VBL10238,NeighbourhoodBldg,CanadaPost,3478 Wesbrook Mall,-123.233778,49.252924
VAD10705,Chancellor House - Apartment,Vancouver,V6T 2J4,BC,VBL10387,NeighbourhoodBldg,CanadaPost,6015 Iona Drive,-123.251326,49.271367
VAD10556,Corus - Townhouse (7),Vancouver,V6T 0A9,BC,VBL10303,Residential,CanadaPost,5987 Walter Gage Road,-123.249298,49.270577
VAD10557,Corus - Townhouse (8),Vancouver,V6T 0A9,BC,VBL10303,Residential,CanadaPost,5991 Walter Gage Road,-123.249446,49.270525
VAD10558,Corus - Townhouse (9),Vancouver,V6T 0A9,BC,VBL10303,Residential,CanadaPost,5993 Walter Gage Road,-123.249504,49.270505
VAD10706,Chapel of the Epiphany,Vancouver,V6T 1X3,BC,VBL10392,CampusBuilding,CanadaPost,6030 Chancellor Boulevard,-123.252295,49.271429
VAD10011,Health Sciences Parkade,Vancouver,V6T 1Z3,BC,VBL10357,CampusBuilding,,2250 Health Sciences Mall,-123.247294,49.263073
VAD10012,Hebb Building,Vancouver,V6T 1Z1,BC,VBL10047,CampusBuilding,,2045 East Mall,-123.251824,49.26617
VAD10020,"Institute for Computing, Information and Cognitive Systems / Computer Science (ICICS/CS)",Vancouver,V6T 1Z4,BC,VBL10078,CampusBuilding,,2366 Main Mall,-123.249312,49.261094
VAD10013,Hennings Building,Vancouver,V6T 1Z1,BC,VBL10359,CampusBuilding,,6224 Agricultural Road,-123.252355,49.266647
VAD10014,Henry Angus Building,Vancouver,V6T 1Z2,BC,VBL10067,CampusBuilding,,2053 Main Mall,-123.253538,49.265053
VAD10015,Hillel House,Vancouver,V6T 1Z1,BC,VBL10361,OtherBuilding,,6145 Student Union Boulevard,-123.251288,49.268482
VAD10016,Horticulture Building,Vancouver,V6T 1Z4,BC,VBL10362,CampusBuilding,,6394 Stores Road,-123.252899,49.261542
VAD11079,The Residences at Nobel Park - Townhouses,Vancouver,,BC,VBL10352,NeighbourhoodBldg,CanadaPost,3483 Ross Drive,-123.23627,49.251014
VAD11078,The Residences at Nobel Park - Apartment,Vancouver,,BC,VBL10353,NeighbourhoodBldg,CanadaPost,3563 Ross Drive,-123.234875,49.250894
VAD11077,The Residences at Nobel Park - Highrise,Vancouver,,BC,VBL10353,NeighbourhoodBldg,CanadaPost,3533 Ross Drive,-123.235299,49.250845
VAD11061,Eton - Highrise,Vancouver,,BC,VBL10135,NeighbourhoodBldg,CanadaPost,3487 Binning Road,-123.230361,49.253455
VAD11051,Eton - Apartments,Vancouver,,BC,VBL10136,NeighbourhoodBldg,CanadaPost,5687 Gray Avenue,-123.231247,49.253124
VAD10478,Acadia Modular Child Care 3,Vancouver,,BC,VBL10375,CampusBuilding,,,-123.235414,49.260744
VAD10477,Acadia Modular Child Care 2,Vancouver,,BC,VBL10373,CampusBuilding,,,-123.235331,49.260524
VAD10476,Acadia Modular Child Care 1,Vancouver,,BC,VBL10372,CampusBuilding,,,-123.236443,49.260504
VAD10450,Pacific Residence - Building 3,Vancouver,,BC,VBL10383,CampusBuilding,,,-123.247808,49.269362
VAD10427,Councelling Services,Vancouver,,BC,VBL10421,CampusBuilding,,1930 East Mall,-123.252141,49.268084
VAD10222,Georgia Point,Vancouver,,BC,VBL10247,NeighbourhoodBldg,CanadaPost,3381 Ross Drive,-123.239038,49.251844
VAD10217,Pacific Residence - Building 5,Vancouver,,BC,VBL10382,CampusBuilding,,5970 Walter Gage Road,-123.248567,49.270568
VAD10216,Pacific Residence - Building 1,Vancouver,,BC,VBL10381,CampusBuilding,,5985 Student Union Boulevard,-123.249295,49.268859
VAD10215,Pacific Residence - Building 2,Vancouver,,BC,VBL10378,CampusBuilding,,5955 Student Union Boulevard,-123.248605,49.269102
VAD10109,"Ivy on the Park - Townhomes (North, South 1 & South 2)",Vancouver,,BC,VBL10264,NeighbourhoodBldg,CanadaPost,5681 Birney Avenue,-123.231815,49.254572
VAD10214,Pacific Residence - Building 4,Vancouver,,BC,VBL10384,CampusBuilding,,,-123.24807,49.270099
VAD10196,Oakwood Residences,Vancouver,,BC,VBL10255,NeighbourhoodBldg,CanadaPost,3383 Ross Drive,-123.238694,49.251847
VAD10172,Mundell House,Vancouver,,BC,VBL10213,NeighbourhoodBldg,CanadaPost,6038 Birney Avenue,-123.236341,49.253024
VAD10135,Ivy on the Park - Highrise,Vancouver,,BC,VBL10265,NeighbourhoodBldg,CanadaPost,5629 Birney Avenue,-123.231041,49.254599
VAD10581,Sage,Vancouver,V6S 0C1,BC,VBL10187,NeighbourhoodBldg,CanadaPost,5782 Berton Avenue,-123.233783,49.255395
VAD10553,Academy,Vancouver,V6S 0E5,BC,VBL10183,NeighbourhoodBldg,CanadaPost,5728 Berton Avenue,-123.233144,49.255706
VAD11030,David Lam Management Research Centre,Vancouver,V6T 1Z2,BC,VBL10278,CampusBuilding,,2033 Main Mall,-123.254071,49.265682
VAD10584,The Wesbrook,Vancouver,V6S 0A5,BC,VBL10184,NeighbourhoodBldg,CanadaPost,5838 Berton Avenue,-123.234668,49.255178
VAD10127,Green College - Front Desk,Vancouver,V6T 1Z1,BC,VBL10200,Complex,,6201 Cecil Green Park Road,-123.256376,49.271052
VAD11023,John Barfoot Macdonald Building,Vancouver,V6T 1Z3,BC,VBL10366,CampusBuilding,,2199 Wesbrook Mall,-123.245129,49.265334
VAD11024,Library PARC@UBC,Vancouver,V6T 1W5,BC,VBL10351,CampusBuilding,,6049 Nurseries Road,-123.22983,49.244946
VAD11165,BCR8,Vancouver,,BC,VBL10422,NeighbourhoodBldg,CanadaPost,3508 Wesbrook Mall,-123.233453,49.252343
VAD10108,Biological Archive Centre,Vancouver,V6T 1W5,BC,,CampusBuilding,,4000 Wesbrook Mall,-123.229622,49.248853
VAD10683,UBC Aquatic Centre (Old),Vancouver,V6T 1Z1,BC,,CampusBuilding,,6121 University Boulevard,-123.249362,49.266554
VAD11113,UBC Botanical Garden - Workshop (Trailer),Vancouver,V6T 1Z4,BC,VBL10005,CampusBuilding,,6450 Stadium Road,-123.247732,49.25475
VAD10823,C. K. Choi Building for the Institute of Asian Research,Vancouver,V6T 1Z2,BC,VBL10338,CampusBuilding,,1855 West Mall,-123.257828,49.267239
VAD10824,Campus Energy Centre,Vancouver,V6T 1Z3,BC,VBL10339,CampusBuilding,,6130 Agronomy Road,-123.245106,49.261838
VAD10825,Campus and Community Planning,Vancouver,V6T 1Z4,BC,VBL10332,CampusBuilding,,2210 West Mall,-123.253286,49.262435
VAD10842,Buchanan Tower,Vancouver,V6T 1Z1,BC,VBL10324,CampusBuilding,,1873 East Mall,-123.253246,49.26864
VAD10839,Brock Commons - Tallwood House,Vancouver,V6T 1Z1,BC,VBL10212,CampusBuilding,,6088 Walter Gage Road,-123.251468,49.269543
VAD10023,Irving K. Barber Learning Centre,Vancouver,V6T 1Z1,BC,VBL10080,CampusBuilding,,1961 East Mall,-123.252386,49.267622
VAD10551,Chancellor House - Duplex (3B),Vancouver,V6T 1E7,BC,VBL10385,Residential,CanadaPost,6008 Chancellor Boulevard,-123.251755,49.272072
VAD10554,Corus - Townhouse (5),Vancouver,V6T 0A9,BC,VBL10303,Residential,CanadaPost,5983 Walter Gage Road,-123.249182,49.270618
VAD10555,Corus - Townhouse (6),Vancouver,V6T 0A9,BC,VBL10303,Residential,CanadaPost,5985 Walter Gage Road,-123.249238,49.270598
VAD10491,Ambulance Station,Vancouver,V6T 1Z3,BC,VBL10186,OtherBuilding,,2333 Wesbrook Mall,-123.243553,49.263264
VAD10492,Anthropology and Sociology Building,Vancouver,V6T 1Z1,BC,VBL10204,CampusBuilding,,6303 NW Marine Drive,-123.257561,49.270112
VAD10627,Abdul Ladha Science Student Centre,Vancouver,V6T 1Z1,BC,VBL10163,CampusBuilding,,2055 East Mall,-123.251254,49.266062
VAD10017,Hugh Dempster Pavilion,Vancouver,V6T 1Z4,BC,VBL10363,CampusBuilding,,6245 Agronomy Road,-123.24813,49.261191
VAD10158,Ladner Clock Tower,Vancouver,V6T 1Z1,BC,VBL10376,CampusBuilding,,1956 Main Mall,-123.25365,49.267367
VAD10161,Liu Institute for Global Issues,Vancouver,V6T 1Z2,BC,VBL10177,CampusBuilding,,6476 NW Marine Drive,-123.259272,49.267602
VAD10887,Coast - Duplex (2B),Vancouver,V6T 1E7,BC,VBL10399,Residential,CanadaPost,6082 Chancellor Boulevard,-123.253413,49.271294
VAD10166,Mary Bollert Hall,Vancouver,V6T 1Z1,BC,VBL10201,CampusBuilding,,6253 NW Marine Drive,-123.256273,49.270542
VAD10890,Coast - Duplex (3A),Vancouver,V6T 1E7,BC,VBL10399,Residential,CanadaPost,6072 Chancellor Boulevard,-123.253215,49.271415
VAD10826,Carey Centre,Vancouver,V6T 1J6,BC,VBL10257,CampusBuilding,CanadaPost,5920 Iona Drive,-123.249012,49.271434
VAD10828,Carey Hall (Carey Theological College),Vancouver,V6T 1J6,BC,VBL10208,CampusBuilding,CanadaPost,1815 Wesbrook Mall,-123.248494,49.271734
VAD10883,Coast - Duplex (1A),Vancouver,V6T 1E7,BC,VBL10399,Residential,CanadaPost,6098 Chancellor Boulevard,-123.253699,49.271119
VAD10884,Coast - Duplex (1B),Vancouver,V6T 1E7,BC,VBL10399,Residential,CanadaPost,6092 Chancellor Boulevard,-123.253612,49.271174
VAD10885,Coast - Duplex (2A),Vancouver,V6T 1E7,BC,VBL10399,Residential,CanadaPost,6088 Chancellor Boulevard,-123.2535,49.271256
VAD10892,Coast - Duplex (3B),Vancouver,V6T 1E7,BC,VBL10399,Residential,CanadaPost,6078 Chancellor Boulevard,-123.253304,49.271376
VAD10552,Coast - Cityhome,Vancouver,V6T 2J5,BC,VBL10297,NeighbourhoodBldg,CanadaPost,6094 Chancellor Mews,-123.253423,49.270898
VAD10809,Argyll House West,Vancouver,V6T 2L1,BC,VBL10298,NeighbourhoodBldg,CanadaPost,6018 Iona Drive,-123.251222,49.270917
VAD10808,Argyll House East,Vancouver,V6T 2L2,BC,VBL10288,NeighbourhoodBldg,CanadaPost,5958 Iona Drive,-123.24978,49.271409
VAD10773,Sumac House,Vancouver,V6T 0C1,BC,VBL10041,NeighbourhoodBldg,CanadaPost,6395 Hawthorn Lane,-123.249838,49.258179
VAD10384,Power House,Vancouver,V6T 1Z2,BC,VBL10024,CampusBuilding,,2040 West Mall,-123.2546,49.265148
VAD10391,Somerset (E2),Vancouver,V6T 2K5,BC,VBL10147,Residential,CanadaPost,6380 Larkin Drive,-123.247983,49.256378
VAD10393,Somerset (I2),Vancouver,V6T 2K6,BC,VBL10147,Residential,CanadaPost,2616 West Mall,-123.248375,49.256063
VAD10395,Somerset (E1),Vancouver,V6T 2K5,BC,VBL10147,Residential,CanadaPost,6382 Larkin Drive,-123.248071,49.256508
VAD10396,Somerset (G1),Vancouver,V6T 2K6,BC,VBL10147,Residential,CanadaPost,2602 West Mall,-123.248777,49.256553
VAD10397,Somerset (B1),Vancouver,V6T 2K5,BC,VBL10147,Residential,CanadaPost,6366 Larkin Drive,-123.247985,49.256698
VAD10389,Pulp and Paper Centre,Vancouver,V6T 1Z4,BC,VBL10045,CampusBuilding,,2385 East Mall,-123.247302,49.26154
VAD10398,Sing Tao Building,Vancouver,V6T 1Z2,BC,VBL10348,CampusBuilding,,6388 Crescent Road,-123.257867,49.267845
VAD10413,Somerset (I1),Vancouver,V6T 2K6,BC,VBL10147,Residential,CanadaPost,2612 West Mall,-123.24844,49.256142
VAD10399,Somerset (F2),Vancouver,V6T 2K5,BC,VBL10147,Residential,CanadaPost,6386 Larkin Drive,-123.248252,49.256695
VAD10400,Somerset (B3),Vancouver,V6T 2K5,BC,VBL10147,Residential,CanadaPost,6370 Larkin Drive,-123.247813,49.256488
VAD10392,Somerset (G2),Vancouver,V6T 2K6,BC,VBL10147,Residential,CanadaPost,2606 West Mall,-123.248713,49.256474
VAD10401,School of Population & Public Health,Vancouver,V6T 1Z3,BC,VBL10107,CampusBuilding,,2206 East Mall,-123.248625,49.264054
VAD10402,Rodney Graham Millennium Sculpture Pavilion,Vancouver,V6T 1Z1,BC,VBL10051,CampusBuilding,,1940 Main Mall,-123.254524,49.26755
VAD10406,Rugby Pavilion,Vancouver,V6T 1Z3,BC,VBL10055,CampusBuilding,,2584 East Mall,-123.244106,49.258581
VAD10407,Somerset (C2),Vancouver,V6T 2K5,BC,VBL10147,Residential,CanadaPost,6376 Larkin Drive,-123.247784,49.256314
VAD10409,Rose Garden Parkade,Vancouver,V6T 1Z1,BC,VBL10054,CampusBuilding,,6278 NW Marine Drive,-123.256424,49.269608
VAD10411,Somerset (C1),Vancouver,V6T 2K5,BC,VBL10147,Residential,CanadaPost,6372 Larkin Drive,-123.247712,49.256432
VAD10412,Ritsumeikan-UBC House,Vancouver,V6T 1Z4,BC,VBL10250,CampusBuilding,,6460 Agronomy Road,-123.253121,49.260282
VAD10414,Somerset (H2),Vancouver,V6T 2K6,BC,VBL10147,Residential,CanadaPost,2610 West Mall,-123.248545,49.25627
VAD11111,UBC Botanical Garden - Reception/Education,Vancouver,V6T 1Z4,BC,VBL10008,CampusBuilding,,6804 SW Marine Drive,-123.251269,49.25407
VAD11112,UBC Botanical Garden - Scholars' Retreat,Vancouver,V6T 1Z4,BC,VBL10004,CampusBuilding,,6380 Stadium Road,-123.246878,49.255021
VAD10687,Child Care Services - Acadia,Vancouver,V6T 1S1,BC,VBL10272,CampusBuilding,,2865 Revelstoke Court,-123.234755,49.260817
VAD10840,Brock Hall,Vancouver,V6T 1Z1,BC,VBL10331,CampusBuilding,,1874 East Mall,-123.252458,49.268543
VAD10224,Gerald McGavin UBC Rugby Centre,Vancouver,V6T 1Z3,BC,VBL10412,CampusBuilding,,2765 Wesbrook Mall,-123.241322,49.259615
VAD11028,D.H. Copp Building,Vancouver,V6T 1Z3,BC,VBL10333,CampusBuilding,,2146 Health Sciences Mall,-123.247455,49.265488
VAD10107,Berwick Memorial Centre - Daycare,Vancouver,V6T 1X7,BC,VBL10155,Occupant,,2767 Osoyoos Crescent,-123.239348,49.260495
VAD11089,Central - Retail,Vancouver,V6T 0C4,BC,VBL10356,Commercial,CanadaPost,6065 University Boulevard,-123.247582,49.266199
VAD10220,Central - Retail,Vancouver,V6T 0C4,BC,VBL10356,Commercial,CanadaPost,6005 University Boulevard,-123.246873,49.266293
VAD10265,Folio - Cityhome (A),Vancouver,V6T 2L5,BC,VBL10309,Residential,CanadaPost,5952 Chancellor Mews,-123.249934,49.272398
VAD10266,Folio - Cityhome (B),Vancouver,V6T 2L5,BC,VBL10309,Residential,CanadaPost,5958 Chancellor Mews,-123.249975,49.272383
VAD10267,Folio - Townhouse (A1),Vancouver,V6T 2L5,BC,VBL10316,Residential,CanadaPost,5962 Chancellor Mews,-123.250196,49.272301
VAD10275,Folio - Townhouse (A2),Vancouver,V6T 2L5,BC,VBL10316,Residential,CanadaPost,5966 Chancellor Mews,-123.250259,49.272279
